SDS [mm],Rmax / Rmin  [-]
10.0,1.0117624934447706
12.0,1.011538280924821
14.0,1.0144167122310068
16.0,1.0110451186734952
18.0,1.007056494918792
20.0,1.0124297358664596
22.0,1.0070843783547325
24.0,1.0153815798050638
26.0,1.0120371349299346
28.0,1.0189180555208885
30.0,1.0157719673255468
33.0,1.015080359185985
36.0,1.0271860447742915
39.0,1.0457457726294919
