SDS [mm],Rmax/Rmin [-]
9.41,1.0071240869728915
10.145,1.0092153871969258
10.88,1.0118875619169612
11.615,1.0134614918210025
12.35,1.0162603870167028
13.085,1.0187027624677207
13.82,1.0215553014069385
14.555,1.0248339685927206
15.29,1.0285396041433368
16.025,1.0340968240553408
16.76,1.0382588464362565
17.495,1.0405773711977833
18.23,1.0436043020810908
18.965,1.0470578304034404
19.7,1.0558356257265264
20.435,1.061087338883047
21.17,1.0688946625747093
21.905,1.072097847203843
22.64,1.0763891657861318
23.375,1.079254634308545
24.11,1.0831797924482824
24.845,1.089593242349963
25.58,1.0955306055556187
26.315,1.1061545577218599
27.05,1.1147632110962353
27.785,1.1277761621115432
28.52,1.1368560796889242
29.255,1.140694668210457
29.99,1.144849442337578
30.725,1.1628755530202501
31.46,1.1742397163643257
32.195,1.1831963736531779
32.93,1.1826390280489796
33.665,1.1964095080301587
34.4,1.1959731193644791
35.135,1.2054323583868496
35.87,1.2140292806157262
36.605,1.234559804052727
37.34,1.2404227295759918
38.075,1.2524739391405142
38.81,1.25176257275915
