SDS [mm],Rmax/Rmin [-]
9.41,1.0033009707292244
10.145,1.00465874922877
10.88,1.0067259822854138
11.615,1.0077899107006263
12.35,1.0082983113903885
13.085,1.0113327587657197
13.82,1.0147653008771989
14.555,1.0184787416456362
15.29,1.0186770803694183
16.025,1.0240005742207043
16.76,1.0268317472523383
17.495,1.0288224404310051
18.23,1.031208837774111
18.965,1.0326254170003317
19.7,1.037779020578515
20.435,1.038910580227792
21.17,1.02890458572043
21.905,1.0088060265412442
22.64,0.9999325329279959
23.375,1.0077227690422386
24.11,1.0242801514338913
24.845,1.0346977603179408
25.58,1.0384505014056757
26.315,1.0539724420448529
27.05,1.0661919717378532
27.785,1.0796689926295524
28.52,1.1028478930822165
29.255,1.0842001807233497
29.99,1.0843928865765666
30.725,1.1251529638825484
31.46,1.1574605724177078
32.195,1.1576852635769175
32.93,1.162372473872491
33.665,1.176800876221258
34.4,1.1645392244004895
35.135,1.2181258835789612
35.87,1.2198192255193898
36.605,1.2220093579269296
37.34,1.3149166608374725
38.075,1.3597987606147053
38.81,1.4944584071278524
