SDS [mm],Rmax/Rmin [-]
9.41,1.0005415863803615
10.145,1.001559665800555
10.88,1.0022768497608365
11.615,1.0016535283944346
12.35,1.0015520353320075
13.085,1.0041739810695491
13.82,1.0070916538433843
14.555,1.0097116377622288
15.29,1.009659034267651
16.025,1.0139475046612376
16.76,1.0228720863423473
17.495,1.0136878560264497
18.23,1.020535660014788
18.965,0.9983072936454211
19.7,0.9987525140151036
20.435,0.9907279723978137
21.17,0.9682811377549978
21.905,0.928158918921774
22.64,0.9081108940074177
23.375,0.9251444376152588
24.11,0.9647473871978416
24.845,0.9859649520989272
25.58,1.0301074722606467
26.315,1.045985503702227
27.05,1.0677657544925645
27.785,1.0492796545345033
28.52,1.2471957190155136
29.255,1.082070995946845
29.99,0.8651783906245383
30.725,1.0374895974092284
31.46,1.260904224904876
32.195,1.2197024004998287
32.93,1.2169510453522672
33.665,1.2669268160555767
34.4,1.2404847003790902
35.135,1.3904337651367007
35.87,1.3977661975520326
36.605,1.2141873281038809
37.34,3.8721129544260315
38.075,6.427468899981103
38.81,16.151269975810315
