SDS [mm],Rmax/Rmin [-]
9.41,1.2909302911380656
10.145,1.368557865816599
10.88,1.451152009239888
11.615,1.5393414944120252
12.35,1.6335986911916165
13.085,1.7279570499165662
13.82,1.8324871674029388
14.555,1.929164980374559
15.29,2.034216665224619
16.025,2.1194481192065813
16.76,2.199583343580956
17.495,2.2486852030186335
18.23,2.2625216180910734
18.965,2.2063216647096775
19.7,2.1182262235206366
20.435,2.0254629591104774
21.17,1.884619800572509
21.905,1.7410430320105774
22.64,1.5588868080572396
23.375,1.4388981843802169
24.11,1.3602762561931026
24.845,1.2975866986567064
25.58,1.2251889717172508
26.315,1.1316750923226615
27.05,1.0779397940568916
27.785,1.1386741463332273
28.52,1.205708584367858
29.255,1.4649559193947097
29.99,1.6122868217587825
30.725,2.027533653690135
31.46,2.3813214676584815
32.195,2.557314310459355
32.93,2.6175459291036143
33.665,4.190795116486373
34.4,4.7229882809666215
35.135,4.35681011689991
35.87,4.759261543355274
36.605,7.49462157841994
37.34,7.93884065491017
38.075,5.502865617043537
38.81,9.5787009307377
