SDS [mm],Rmax/Rmin [-]
9.41,1.0241971265275107
10.145,1.0291999640518186
10.88,1.0343904766590026
11.615,1.0391690144684247
12.35,1.044720224857409
13.085,1.0495876159047504
13.82,1.0554280244511003
14.555,1.0609816734758577
15.29,1.0677683165785141
16.025,1.0750587582217375
16.76,1.0829326812402487
17.495,1.0896515762259456
18.23,1.0969940079988616
18.965,1.1037182356465451
19.7,1.1133444185679926
20.435,1.1217414427832453
21.17,1.1314190872586598
21.905,1.1386008963804488
22.64,1.1469860548515458
23.375,1.1534352940238617
24.11,1.1642449937075603
24.845,1.1723688885775996
25.58,1.183890716076998
26.315,1.1927138487179787
27.05,1.2039882277317617
27.785,1.2135314541135915
28.52,1.2230693329188262
29.255,1.2308468497083198
29.99,1.2408742268965063
30.725,1.253638055746449
31.46,1.2631842631614396
32.195,1.272131133485384
32.93,1.274952809534295
33.665,1.2880261585572834
34.4,1.293829983948156
35.135,1.3040992296403124
35.87,1.3136461624926885
36.605,1.324525781485145
37.34,1.3350044556122642
38.075,1.3402457481029628
38.81,1.3476658355397657
