SDS [mm],Rmax/Rmin [-]
9.41,1.3378619722541427
10.145,1.4289379305455316
10.88,1.5312492208163389
11.615,1.6409422249011574
12.35,1.7487646081700459
13.085,1.8293013404597436
13.82,1.8561029989995466
14.555,1.8191505466936586
15.29,1.72293480791817
16.025,1.6298992141170392
16.76,1.5050448943923587
17.495,1.3727623566754215
18.23,1.2530639858797286
18.965,1.1361146706841314
19.7,1.062896196782309
20.435,1.0244706481211117
21.17,1.035131790075406
21.905,1.033766661965974
22.64,1.0457692818156294
23.375,1.0355852341372334
24.11,1.0580268422740733
24.845,1.0424260985669789
25.58,1.0253749383505206
26.315,1.0725855806223439
27.05,1.1545708054963508
27.785,1.4366396444030718
28.52,1.567098896905494
29.255,2.21006714704394
29.99,1.9955542216085185
30.725,1.9809812760399734
31.46,3.3961460052984513
32.195,5.151128803262953
32.93,9.129760512316231
33.665,5.502442394399832
34.4,48.80883796877147
35.135,22.445141319485877
35.87,18.462110428008476
36.605,8.749659445409701
37.34,5.591018286684252
38.075,16.561881199363164
38.81,80.49129113358865
