SDS [mm],Rmax / Rmin  [-]
10.0,1.010041696267743
12.0,1.0090906627800784
14.0,1.0074389915086241
16.0,1.008098667489749
18.0,1.0063364823466385
20.0,1.0043456018482513
22.0,1.0077704953612703
24.0,1.0065346014565282
26.0,1.0223033985653316
28.0,1.054477410252981
30.0,1.0493675592090308
33.0,1.018866074864386
36.0,1.0405114333742336
39.0,1.0572323609136203
