SDS [mm],Rmax/Rmin [-]
9.41,1.07961983120414
10.145,1.0946931880998514
10.88,1.1108924055092437
11.615,1.1280695029141652
12.35,1.145992852782531
13.085,1.1646535522712742
13.82,1.1836252753559147
14.555,1.204332133920869
15.29,1.22472827716094
16.025,1.2458226755958741
16.76,1.2658958285063788
17.495,1.286745177069378
18.23,1.3079540542111319
18.965,1.3296577484854455
19.7,1.3532965167993534
20.435,1.3772686609406881
21.17,1.3988773705099211
21.905,1.4208178264801457
22.64,1.4403647497919925
23.375,1.4646209834816666
24.11,1.486689123506207
24.845,1.5093498580550548
25.58,1.531496068446635
26.315,1.5557370127584969
27.05,1.5806027634447333
27.785,1.609137810409448
28.52,1.6398664458270094
29.255,1.6708141232864466
29.99,1.6986045276618427
30.725,1.7272857268523034
31.46,1.748911036547057
32.195,1.775662187865425
32.93,1.8021754733413737
33.665,1.8376082571250376
34.4,1.8535803063002276
35.135,1.8768634523769872
35.87,1.885081571250124
36.605,1.9110967191440427
37.34,1.9382178495866758
38.075,1.976377988782394
38.81,1.992567338349657
