SDS [mm],Rmax/Rmin [-]
9.41,1.0194130657441065
10.145,1.0270467356607076
10.88,1.0358545227521314
11.615,1.0442693253567827
12.35,1.0527156348558147
13.085,1.057932974245194
13.82,1.0685650880870656
14.555,1.0802466771798136
15.29,1.0872925186863263
16.025,1.0878009867818255
16.76,1.0802726206221016
17.495,1.0774945697755676
18.23,1.0724650387291566
18.965,1.057462842042937
19.7,1.0510116020287747
20.435,1.0427758317919484
21.17,1.02617601668503
21.905,1.0113940240968111
22.64,1.0023195083959695
23.375,1.0245265014949598
24.11,1.0412505921482549
24.845,1.0388512301177748
25.58,1.0320643183774938
26.315,1.005014475818029
27.05,1.009703093355951
27.785,0.9762814248634543
28.52,0.9963924577934952
29.255,0.9978551455809243
29.99,1.1237412284237347
30.725,1.223620587940007
31.46,1.3026486470116971
32.195,1.2736008582162848
32.93,1.3352571872070704
33.665,1.257346035478781
34.4,1.203212110446376
35.135,1.2718870590069253
35.87,1.4161675794351682
36.605,2.235984643868158
37.34,1.9588233219081617
38.075,0.9361397097020816
38.81,7.17398575469111
