SDS [mm],Rmax/Rmin [-]
9.41,1.0391046529770431
10.145,1.0487425817734308
10.88,1.0594833119447669
11.615,1.0705928900167065
12.35,1.0819136704844332
13.085,1.0943543782299905
13.82,1.107441007848561
14.555,1.121914822148675
15.29,1.1369035088250647
16.025,1.1525898101778778
16.76,1.1681193922874873
17.495,1.1846188780042162
18.23,1.2011288095456008
18.965,1.218130143804808
19.7,1.2346178054392225
20.435,1.2499639162145428
21.17,1.2655734681930857
21.905,1.2786456363033107
22.64,1.2904472997990082
23.375,1.2989716959259545
24.11,1.3063204727754543
24.845,1.3101010945531568
25.58,1.3183298567419817
26.315,1.3265685508702547
27.05,1.3442818127087963
27.785,1.3714674800224596
28.52,1.4117180162258234
29.255,1.4515472380551313
29.99,1.4806672668796819
30.725,1.5145091521279577
31.46,1.5431294953460504
32.195,1.567191278169671
32.93,1.5875970915267286
33.665,1.6199260039175338
34.4,1.648855734700414
35.135,1.6745355872685246
35.87,1.680028969296663
36.605,1.703977336933041
37.34,1.7158644932164613
38.075,1.7451045386414337
38.81,1.766790589951448
