,wavelength,oxy,deoxy,water,fat,collagen,mel,musp
148,798,4.3224,4.1894,0.02032,0.00387,0.040366,143.18,14.547
149,799,4.346,4.1342,0.02016,0.0039299999999999995,0.040248,142.58,14.513
150,800,4.3696,4.0789,0.02,0.00403,0.04013,141.99,14.48
151,801,4.4017,4.0310000000000015,0.019986,0.00413,0.039218,141.4,14.446
152,802,4.4338,3.9832,0.019972,0.00424,0.038306,140.81,14.413
153,803,4.4552,3.9651,0.019957,0.00434,0.037394,140.23,14.38
154,804,4.4767,3.947,0.019943,0.00442,0.036482,139.65,14.347
155,805,4.4981,3.9287,0.019929,0.00454,0.03557,139.07,14.314
156,806,4.5195,3.9105,0.019915,0.0046700000000000005,0.03625,138.5,14.281
157,807,4.5516,3.8924,0.019901,0.0048200000000000005,0.036930000000000004,137.93,14.249
158,808,4.5838,3.8743,0.019886,0.0049700000000000005,0.037610000000000005,137.36,14.216
159,809,4.6052,3.8571,0.019872,0.00511,0.03829,136.8,14.184
160,810,4.6266,3.8399,0.019858,0.00527,0.03897,136.23,14.152
161,811,4.648,3.8258,0.020263,0.00547,0.039198000000000004,135.68,14.12
162,812,4.6694,3.8118,0.020668,0.0056700000000000006,0.039426,135.12,14.088
163,813,4.6908,3.7978,0.021073,0.00583,0.039654,134.57,14.057
164,814,4.7123,3.7837,0.021478,0.00594,0.039882,134.02,14.025
165,815,4.7315,3.7696,0.021882,0.00603,0.04011,133.47,13.994000000000002
166,816,4.7508,3.7555,0.022287,0.00615,0.039689999999999996,132.93,13.963
167,817,4.7894,3.7414,0.022692,0.00633,0.03927,132.39,13.932
168,818,4.8279,3.7274,0.023097,0.006540000000000001,0.03885,131.85,13.901
169,819,4.8665,3.7212,0.023502,0.00674,0.03843,131.31,13.87
170,820,4.905,3.715,0.023907,0.0069099999999999995,0.03801,130.78,13.839
171,821,4.9436,3.7146,0.024726,0.0070799999999999995,0.037714,130.25,13.809
172,822,4.9822,3.7141,0.025544,0.007240000000000001,0.037418,129.72,13.778
173,823,5.0207,3.7138,0.026363,0.0074,0.037122,129.2,13.748
174,824,5.0593,3.7135,0.027181,0.00758,0.036826,128.68,13.718
175,825,5.0903,3.7131,0.028,0.00775,0.03653,128.16,13.688
176,826,5.1214,3.7126,0.028214,0.007859999999999999,0.036860000000000004,127.64,13.658
177,827,5.1449,3.7123,0.028428,0.00796,0.03719,127.13,13.629
178,828,5.1685,3.712,0.028641000000000007,0.00799,0.03752,126.62,13.599
179,829,5.1921,3.7116,0.028855,0.008020000000000001,0.03785,126.11,13.57
180,830,5.2156,3.7111,0.029069,0.008029999999999999,0.03818,125.61,13.541
181,831,5.2392,3.7108,0.029633,0.008029999999999999,0.037442,125.1,13.512
182,832,5.2627,3.7105,0.030197,0.00801,0.036704,124.6,13.483
183,833,5.2863,3.7101,0.030760000000000006,0.007940000000000001,0.035966000000000005,124.11,13.454
184,834,5.3099,3.7096,0.031324,0.00785,0.035227999999999995,123.61,13.425
185,835,5.3356,3.7093,0.031888,0.00775,0.03449,123.12,13.396
186,836,5.3613,3.709,0.032451999999999995,0.007640000000000001,0.034783999999999995,122.63,13.368
187,837,5.3891,3.7086,0.033016000000000004,0.00757,0.035078,122.14,13.34
188,838,5.417000000000002,3.7081,0.033579000000000005,0.007509999999999999,0.035372,121.66,13.311
189,839,5.4448,3.7078,0.034143,0.007390000000000001,0.035666,121.18,13.283
190,840,5.4727,3.7075,0.034707,0.007259999999999999,0.03596,120.7,13.255
191,841,5.5005,3.7071,0.035536,0.00715,0.036208,120.22,13.228
192,842,5.5283,3.7066,0.036366,0.00703,0.036456,119.74,13.2
193,843,5.5562,3.706,0.037195,0.00692,0.036704,119.27,13.172
194,844,5.584,3.7053,0.038024,0.00685,0.036952,118.8,13.145
195,845,5.6033,3.7048,0.038853,0.00678,0.0372,118.33,13.117
196,846,5.6226,3.7043,0.039683,0.006690000000000001,0.037104000000000005,117.87,13.09
197,847,5.6333,3.7036,0.040512,0.0066099999999999996,0.037008,117.41,13.063
198,848,5.644,3.703,0.041341,0.006509999999999999,0.036911999999999986,116.95,13.036
199,849,5.6547,3.7024,0.042171,0.00643,0.036816,116.49,13.009
200,850,5.6654,3.7019,0.043,0.006370000000000001,0.03672,116.03,12.982
201,851,5.6761,3.7013,0.043376,0.00633,0.036536,115.58,12.956
202,852,5.6868,3.7006,0.043752,0.00632,0.036352,115.13,12.929
203,853,5.6976,3.7001,0.044128,0.0063100000000000005,0.036168,114.68,12.903
204,854,5.7083,3.6996,0.044504,0.00633,0.035983999999999995,114.23,12.877
205,855,5.7265,3.6989,0.04488,0.00639,0.0358,113.79,12.85
206,856,5.7447,3.6983,0.045255,0.00647,0.035412,113.35,12.824000000000002
207,857,5.7704,3.7031,0.045631,0.00656,0.035024,112.91,12.798
208,858,5.7961,3.7079,0.046007,0.00662,0.034636,112.47,12.773
209,859,5.8218,3.7129,0.046383,0.006659999999999999,0.034248,112.03,12.747
210,860,5.8475,3.718,0.046759,0.00674,0.03386,111.6,12.720999999999998
211,861,5.8732,3.723,0.047283,0.0068,0.034384,111.17,12.696
212,862,5.8989,3.728,0.047807,0.0069,0.034908,110.74,12.67
213,863,5.9246,3.733,0.048331,0.00705,0.035432,110.31,12.645
214,864,5.9503,3.7379,0.048855,0.007240000000000001,0.035956,109.89,12.62
215,865,5.9696,3.7429,0.049379,0.007509999999999999,0.03648,109.47,12.595
216,866,5.9889,3.748,0.049903,0.007859999999999999,0.03684,109.05,12.57
217,867,6.0017,3.753,0.050427,0.00822,0.0372,108.63,12.545
218,868,6.0146,3.758,0.050951,0.0086,0.03756,108.21,12.52
219,869,6.0274,3.7688,0.051475,0.00899,0.03792,107.8,12.495
220,870,6.0403,3.7797,0.051999,0.00938,0.03828,107.38,12.470999999999998
221,871,6.0531,3.7907,0.052799,0.00979,0.038242,106.97,12.446
222,872,6.066,3.8017,0.053599,0.01022,0.038204,106.57,12.422
223,873,6.0788,3.8128,0.0544,0.010740000000000001,0.038166000000000005,106.16,12.398
224,874,6.0917,3.8238,0.0552,0.01133,0.038127999999999995,105.76,12.374
225,875,6.1056,3.8348,0.056,0.01198,0.03809,105.36,12.35
226,876,6.1195,3.8459,0.055996,0.01264,0.0383,104.96,12.326
227,877,6.1345,3.8569,0.055991,0.01345,0.03851,104.56,12.302
228,878,6.1495,3.8679,0.055987,0.0143,0.03872,104.16,12.278
229,879,6.1645,3.8789,0.055982,0.015269999999999999,0.03893,103.77,12.254
230,880,6.1795,3.89,0.055978,0.01636,0.03914,103.37,12.231
231,881,6.1945,3.8991,0.056423,0.017519999999999997,0.039994,102.98,12.207
232,882,6.2095,3.9082,0.056869,0.01867,0.040848,102.6,12.184
233,883,6.2245,3.9172,0.057314,0.01992,0.041701999999999996,102.21,12.161
234,884,6.2395,3.9262,0.05776,0.02121,0.042556,101.83,12.138
235,885,6.2523,3.9353,0.058204999999999986,0.022619999999999998,0.04341,101.44,12.115
236,886,6.2652,3.9444,0.05865,0.02414,0.043708,101.06,12.092
237,887,6.2759,3.9534,0.059096,0.025810000000000003,0.044006,100.68,12.069
238,888,6.2866,3.9624,0.059541,0.02754,0.044304,100.31,12.046
239,889,6.2973,3.9721,0.059987,0.02932,0.044601999999999996,99.931,12.023
240,890,6.308,3.9819,0.060432000000000013,0.031160000000000004,0.0449,99.557,12.001
241,891,6.3187,3.9916,0.061189,0.03305,0.045666000000000005,99.186,11.978
242,892,6.3294,4.0014,0.061946,0.034910000000000004,0.046432,98.816,11.956
243,893,6.3401,4.0111,0.062702,0.036739999999999995,0.047198,98.448,11.933
244,894,6.3509,4.0208,0.063459,0.03833,0.047964,98.082,11.911
245,895,6.3616,4.0306,0.064216,0.039830000000000004,0.04873,97.717,11.889
246,896,6.3723,4.0403,0.064973,0.041210000000000004,0.049738,97.355,11.867
