1.351529266685247421e-02,1.415485050529241562e-02,1.461963355541229248e-02,1.504541747272014618e-02,1.584726758301258087e-02,1.648197695612907410e-02,1.703855767846107483e-02,1.753477007150650024e-02,1.810518838465213776e-02,1.856261119246482849e-02,1.922272704541683197e-02,1.994228176772594452e-02,2.040669135749340057e-02,2.127639949321746826e-02,2.163354307413101196e-02,2.211222052574157715e-02,2.279079891741275787e-02,2.329333499073982239e-02,2.360897697508335114e-02,2.407395839691162109e-02,2.455460466444492340e-02,2.510688640177249908e-02,2.519352361559867859e-02,2.564221434295177460e-02,2.586278691887855530e-02,2.608956396579742432e-02,2.626407518982887268e-02,2.642769925296306610e-02,2.674547024071216583e-02,2.649943903088569641e-02,2.640548162162303925e-02,2.656576968729496002e-02,2.630152925848960876e-02,2.634422667324542999e-02,2.591544203460216522e-02,2.566435560584068298e-02,2.537504397332668304e-02,2.499447762966156006e-02,2.450088597834110260e-02,2.412700094282627106e-02,2.376019209623336792e-02,2.337860502302646637e-02,2.279407344758510590e-02,2.226191572844982147e-02,2.159865200519561768e-02,2.119286544620990753e-02,2.060165628790855408e-02,1.989563181996345520e-02,1.938938908278942108e-02,1.862700842320919037e-02,1.812910661101341248e-02,1.763546094298362732e-02,1.696781069040298462e-02,1.644594408571720123e-02,1.577741466462612152e-02,1.517917495220899582e-02,1.463016029447317123e-02,1.418168935924768448e-02,1.346276048570871353e-02
1.434198487550020218e-02,1.480583660304546356e-02,1.542914099991321564e-02,1.610490679740905762e-02,1.674521528184413910e-02,1.749100163578987122e-02,1.817178726196289062e-02,1.883208006620407104e-02,1.926031522452831268e-02,2.020694874227046967e-02,2.086928300559520721e-02,2.140563540160655975e-02,2.219900488853454590e-02,2.273696474730968475e-02,2.345109172165393829e-02,2.409724332392215729e-02,2.456421218812465668e-02,2.507487125694751740e-02,2.548488602042198181e-02,2.633178792893886566e-02,2.668791823089122772e-02,2.705114521086215973e-02,2.754174731671810150e-02,2.793961390852928162e-02,2.805626764893531799e-02,2.824146300554275513e-02,2.873257733881473541e-02,2.867383509874343872e-02,2.894610725343227386e-02,2.867559343576431274e-02,2.877103537321090698e-02,2.876663021743297577e-02,2.843268774449825287e-02,2.844732999801635742e-02,2.804533950984477997e-02,2.790290489792823792e-02,2.740056440234184265e-02,2.707573957741260529e-02,2.684961073100566864e-02,2.635897882282733917e-02,2.571118809282779694e-02,2.514179423451423645e-02,2.471222542226314545e-02,2.397116646170616150e-02,2.360872738063335419e-02,2.261823229491710663e-02,2.202312089502811432e-02,2.141266874969005585e-02,2.068885043263435364e-02,2.012607455253601074e-02,1.944470591843128204e-02,1.874788664281368256e-02,1.810396276414394379e-02,1.753602735698223114e-02,1.669834926724433899e-02,1.634638942778110504e-02,1.555929705500602722e-02,1.498052664101123810e-02,1.426963601261377335e-02
1.530100218951702118e-02,1.584080234169960022e-02,1.662313751876354218e-02,1.720293611288070679e-02,1.780860498547554016e-02,1.871697418391704559e-02,1.932119764387607574e-02,2.011468820273876190e-02,2.076862566173076630e-02,2.159867808222770691e-02,2.232879586517810822e-02,2.316143177449703217e-02,2.378023974597454071e-02,2.438454329967498779e-02,2.523755468428134918e-02,2.608197927474975586e-02,2.667272277176380157e-02,2.729146182537078857e-02,2.772256731986999512e-02,2.830465696752071381e-02,2.900271117687225342e-02,2.944772131741046906e-02,3.001082502305507660e-02,3.037484176456928253e-02,3.046233206987380981e-02,3.098338842391967773e-02,3.086816519498825073e-02,3.106545843183994293e-02,3.139884397387504578e-02,3.128584101796150208e-02,3.120010718703269958e-02,3.105875849723815918e-02,3.105967864394187927e-02,3.077279031276702881e-02,3.042490966618061066e-02,3.038272634148597717e-02,2.988296002149581909e-02,2.934332005679607391e-02,2.897710911929607391e-02,2.838470041751861572e-02,2.779730968177318573e-02,2.720601297914981842e-02,2.665386721491813660e-02,2.591202594339847565e-02,2.515721879899501801e-02,2.453858591616153717e-02,2.378722093999385834e-02,2.299980446696281433e-02,2.222874760627746582e-02,2.162382006645202637e-02,2.089844085276126862e-02,2.018837258219718933e-02,1.934142783284187317e-02,1.864388026297092438e-02,1.784226298332214355e-02,1.723710261285305023e-02,1.646946184337139130e-02,1.591805554926395416e-02,1.516948360949754715e-02
1.628464832901954651e-02,1.666493900120258331e-02,1.770674064755439758e-02,1.845879107713699341e-02,1.900678500533103943e-02,1.991341076791286469e-02,2.066515944898128510e-02,2.187006548047065735e-02,2.232855372130870819e-02,2.317537926137447357e-02,2.387980371713638306e-02,2.488291449844837189e-02,2.541914395987987518e-02,2.653830125927925110e-02,2.721532993018627167e-02,2.821465954184532166e-02,2.883463352918624878e-02,2.952682599425315857e-02,3.015639260411262512e-02,3.073748201131820679e-02,3.132247552275657654e-02,3.215541318058967590e-02,3.237454593181610107e-02,3.280285745859146118e-02,3.355361521244049072e-02,3.350457176566123962e-02,3.383705019950866699e-02,3.397605568170547485e-02,3.393852338194847107e-02,3.410711139440536499e-02,3.402295336127281189e-02,3.399446979165077209e-02,3.377610072493553162e-02,3.351155295968055725e-02,3.335991874337196350e-02,3.284099698066711426e-02,3.241637349128723145e-02,3.164744749665260315e-02,3.130730614066123962e-02,3.086332604289054871e-02,3.021961078047752380e-02,2.941698953509330750e-02,2.886232919991016388e-02,2.793268486857414246e-02,2.722973935306072235e-02,2.648094855248928070e-02,2.554538287222385406e-02,2.493643946945667267e-02,2.411125041544437408e-02,2.320861071348190308e-02,2.244672551751136780e-02,2.158960700035095215e-02,2.081287465989589691e-02,2.003848366439342499e-02,1.919969916343688965e-02,1.817801594734191895e-02,1.765725947916507721e-02,1.688648201525211334e-02,1.606369763612747192e-02
1.702615246176719666e-02,1.796435751020908356e-02,1.870879903435707092e-02,1.954906992614269257e-02,2.047355286777019501e-02,2.151907980442047119e-02,2.221514843404293060e-02,2.320273034274578094e-02,2.403213828802108765e-02,2.468265034258365631e-02,2.582774870097637177e-02,2.693090774118900299e-02,2.767126075923442841e-02,2.846108563244342804e-02,2.927847206592559814e-02,3.031038120388984680e-02,3.116009198129177094e-02,3.174688294529914856e-02,3.262148052453994751e-02,3.340986371040344238e-02,3.422231599688529968e-02,3.484036028385162354e-02,3.527569398283958435e-02,3.589836508035659790e-02,3.622351586818695068e-02,3.668589890003204346e-02,3.683632612228393555e-02,3.704469278454780579e-02,3.729639947414398193e-02,3.718964755535125732e-02,3.735117241740226746e-02,3.695059195160865784e-02,3.672744706273078918e-02,3.642019629478454590e-02,3.625490516424179077e-02,3.599232807755470276e-02,3.521922975778579712e-02,3.496821224689483643e-02,3.411851078271865845e-02,3.354107216000556946e-02,3.283623978495597839e-02,3.185943886637687683e-02,3.113514371216297150e-02,3.019629046320915222e-02,2.935781888663768768e-02,2.870836295187473297e-02,2.771020494401454926e-02,2.676479890942573547e-02,2.553758583962917328e-02,2.499162405729293823e-02,2.403957583010196686e-02,2.306588552892208099e-02,2.226166799664497375e-02,2.131872251629829407e-02,2.050888910889625549e-02,1.978104747831821442e-02,1.882936060428619385e-02,1.802995614707469940e-02,1.712129265069961548e-02
1.817475445568561554e-02,1.909962855279445648e-02,2.006766200065612793e-02,2.091138437390327454e-02,2.162955328822135925e-02,2.279217541217803955e-02,2.393026091158390045e-02,2.480928227305412292e-02,2.570692263543605804e-02,2.687909454107284546e-02,2.774106711149215698e-02,2.886706031858921051e-02,2.983156777918338776e-02,3.090011514723300934e-02,3.182983025908470154e-02,3.291333466768264771e-02,3.362338617444038391e-02,3.468829765915870667e-02,3.543531894683837891e-02,3.613653779029846191e-02,3.712508827447891235e-02,3.768694028258323669e-02,3.816382214426994324e-02,3.911450132727622986e-02,3.941302374005317688e-02,3.982293605804443359e-02,4.015011712908744812e-02,4.044252634048461914e-02,4.047984257340431213e-02,4.061976075172424316e-02,4.056044667959213257e-02,4.015076160430908203e-02,4.022307321429252625e-02,3.980313241481781006e-02,3.936517238616943359e-02,3.893529623746871948e-02,3.860982507467269897e-02,3.779219090938568115e-02,3.711974620819091797e-02,3.625532239675521851e-02,3.549762442708015442e-02,3.467867523431777954e-02,3.398123383522033691e-02,3.287407010793685913e-02,3.201132267713546753e-02,3.085526823997497559e-02,2.997511811554431915e-02,2.888537012040615082e-02,2.798108011484146118e-02,2.670714817941188812e-02,2.576982416212558746e-02,2.471199445426464081e-02,2.386533468961715698e-02,2.287970855832099915e-02,2.169141359627246857e-02,2.107237093150615692e-02,2.016271464526653290e-02,1.921625062823295593e-02,1.828185655176639557e-02
1.933297514915466309e-02,2.049994468688964844e-02,2.144313044846057892e-02,2.230023778975009918e-02,2.334005013108253479e-02,2.433945424854755402e-02,2.550920099020004272e-02,2.653163857758045197e-02,2.770823612809181213e-02,2.867717109620571136e-02,2.994619309902191162e-02,3.117946721613407135e-02,3.228478133678436279e-02,3.320677950978279114e-02,3.447518497705459595e-02,3.537809476256370544e-02,3.621926158666610718e-02,3.767228499054908752e-02,3.878480568528175354e-02,3.977587446570396423e-02,4.020360112190246582e-02,4.109805077314376831e-02,4.191268235445022583e-02,4.237440973520278931e-02,4.301212355494499207e-02,4.335376247763633728e-02,4.387585446238517761e-02,4.409814625978469849e-02,4.446654766798019409e-02,4.440425336360931396e-02,4.403817281126976013e-02,4.447207972407341003e-02,4.368049278855323792e-02,4.368354380130767822e-02,4.318132996559143066e-02,4.240781068801879883e-02,4.193806275725364685e-02,4.124112054705619812e-02,4.039127007126808167e-02,3.952715918421745300e-02,3.837917000055313110e-02,3.767595812678337097e-02,3.646092861890792847e-02,3.559418395161628723e-02,3.430483862757682800e-02,3.337551653385162354e-02,3.229830786585807800e-02,3.099842369556427002e-02,2.977996133267879486e-02,2.870671637356281281e-02,2.774316817522048950e-02,2.664121240377426147e-02,2.553541772067546844e-02,2.431927807629108429e-02,2.348312549293041229e-02,2.246169000864028931e-02,2.136879786849021912e-02,2.025199681520462036e-02,1.939075998961925507e-02
2.060441300272941589e-02,2.184981480240821838e-02,2.271305955946445465e-02,2.398278564214706421e-02,2.495425194501876831e-02,2.608004771173000336e-02,2.729783579707145691e-02,2.873995155096054077e-02,2.989020571112632751e-02,3.098345361649990082e-02,3.207053616642951965e-02,3.367124870419502258e-02,3.476653620600700378e-02,3.589793667197227478e-02,3.732700645923614502e-02,3.850417584180831909e-02,3.977083787322044373e-02,4.075465351343154907e-02,4.204638302326202393e-02,4.302817210555076599e-02,4.405054077506065369e-02,4.487553983926773071e-02,4.573281109333038330e-02,4.635349661111831665e-02,4.695655032992362976e-02,4.770660772919654846e-02,4.794625565409660339e-02,4.847016930580139160e-02,4.861797764897346497e-02,4.846110194921493530e-02,4.856506735086441040e-02,4.814404621720314026e-02,4.810477420687675476e-02,4.762954264879226685e-02,4.707713425159454346e-02,4.668071120977401733e-02,4.587771371006965637e-02,4.485442861914634705e-02,4.410601779818534851e-02,4.305434599518775940e-02,4.207636788487434387e-02,4.084250330924987793e-02,3.968543186783790588e-02,3.837741911411285400e-02,3.733371570706367493e-02,3.620767965912818909e-02,3.492081910371780396e-02,3.375945240259170532e-02,3.234693780541419983e-02,3.103569336235523224e-02,2.994140051305294037e-02,2.847693860530853271e-02,2.732035703957080841e-02,2.606034651398658752e-02,2.480549924075603485e-02,2.373846620321273804e-02,2.271514944732189178e-02,2.167801558971405029e-02,2.072204090654850006e-02
2.207452617585659027e-02,2.325140498578548431e-02,2.422279305756092072e-02,2.546850033104419708e-02,2.686317265033721924e-02,2.816622704267501831e-02,2.927828580141067505e-02,3.066015802323818207e-02,3.202334418892860413e-02,3.346307203173637390e-02,3.482693806290626526e-02,3.625622391700744629e-02,3.776834532618522644e-02,3.919689357280731201e-02,4.051825404167175293e-02,4.194761812686920166e-02,4.322813451290130615e-02,4.418055340647697449e-02,4.573733732104301453e-02,4.699550569057464600e-02,4.811312630772590637e-02,4.908967763185501099e-02,4.980221390724182129e-02,5.092763155698776245e-02,5.110752955079078674e-02,5.186635255813598633e-02,5.284376069903373718e-02,5.293200910091400146e-02,5.309723690152168274e-02,5.342993885278701782e-02,5.327351763844490051e-02,5.284732952713966370e-02,5.258793756365776062e-02,5.199132487177848816e-02,5.153958871960639954e-02,5.076686292886734009e-02,4.996246844530105591e-02,4.899678751826286316e-02,4.791272804141044617e-02,4.665708541870117188e-02,4.559901729226112366e-02,4.424324259161949158e-02,4.320143908262252808e-02,4.185552150011062622e-02,4.063981026411056519e-02,3.907076641917228699e-02,3.748397156596183777e-02,3.620253503322601318e-02,3.469024971127510071e-02,3.350619599223136902e-02,3.220320865511894226e-02,3.074707835912704468e-02,2.956539206206798553e-02,2.782025747001171112e-02,2.677428349852561951e-02,2.524346858263015747e-02,2.412172593176364899e-02,2.307805046439170837e-02,2.184073999524116516e-02
2.343291789293289185e-02,2.454304695129394531e-02,2.584083378314971924e-02,2.744900435209274292e-02,2.857472747564315796e-02,3.010524995625019073e-02,3.147969394922256470e-02,3.282494843006134033e-02,3.446509316563606262e-02,3.597332909703254700e-02,3.759719803929328918e-02,3.903353586792945862e-02,4.075120761990547180e-02,4.235178977251052856e-02,4.365724697709083557e-02,4.552615433931350708e-02,4.704403132200241089e-02,4.852708801627159119e-02,4.959071427583694458e-02,5.102140083909034729e-02,5.245849490165710449e-02,5.332385003566741943e-02,5.448516458272933960e-02,5.542849376797676086e-02,5.629172548651695251e-02,5.714678019285202026e-02,5.767658725380897522e-02,5.776668339967727661e-02,5.814526602625846863e-02,5.840279906988143921e-02,5.827398225665092468e-02,5.808705091476440430e-02,5.781724676489830017e-02,5.691930279135704041e-02,5.628058314323425293e-02,5.554200336337089539e-02,5.451644957065582275e-02,5.365992337465286255e-02,5.231784656643867493e-02,5.108445882797241211e-02,4.936771467328071594e-02,4.872711002826690674e-02,4.673372954130172729e-02,4.546000435948371887e-02,4.384218528866767883e-02,4.248354956507682800e-02,4.063980653882026672e-02,3.900113701820373535e-02,3.762824460864067078e-02,3.584581241011619568e-02,3.435320779681205750e-02,3.308232501149177551e-02,3.158384561538696289e-02,3.001948818564414978e-02,2.868019416928291321e-02,2.740535698831081390e-02,2.587641589343547821e-02,2.468996122479438782e-02,2.347334288060665131e-02
