wl,mua (1/cm)
725.0,0.12763157894736843
726.0,0.12674058105263156
727.0,0.12587222736842105
728.0,0.12502558315789472
729.0,0.12419971368421054
730.0,0.12339368421052631
731.0,0.12260656
732.0,0.12183740631578946
733.0,0.12108528842105262
734.0,0.12034927157894736
735.0,0.11962842105263158
736.0,0.11892180210526317
737.0,0.11822848
738.0,0.11754752
739.0,0.11687798736842103
740.0,0.11621894736842106
741.0,0.11556946526315791
742.0,0.11492860631578947
743.0,0.11429543578947368
744.0,0.11366901894736842
745.0,0.1130484210526316
746.0,0.11243270736842108
747.0,0.11182094315789474
748.0,0.11121219368421052
749.0,0.11060552421052632
750.0,0.11
751.0,0.10939492210526316
752.0,0.10879053473684211
753.0,0.10818731789473685
754.0,0.10758575157894737
755.0,0.10698631578947368
756.0,0.10638949052631579
757.0,0.10579575578947369
758.0,0.10520559157894738
759.0,0.10461947789473684
760.0,0.10403789473684211
761.0,0.10346132210526317
762.0,0.10289024
763.0,0.10232512842105262
764.0,0.10176646736842106
765.0,0.10121473684210527
766.0,0.10067041684210526
767.0,0.10013398736842105
768.0,0.09960592842105263
769.0,0.09908672
770.0,0.09857684210526316
771.0,0.0980767747368421
772.0,0.09758699789473685
773.0,0.09710799157894738
774.0,0.09664023578947369
775.0,0.09618421052631579
776.0,0.09574039578947369
777.0,0.09530927157894736
778.0,0.09489131789473686
779.0,0.09448701473684211
780.0,0.09409684210526315
781.0,0.09372128
782.0,0.09336080842105264
783.0,0.09301590736842104
784.0,0.09268705684210526
785.0,0.09237473684210526
786.0,0.09207942736842105
787.0,0.09180160842105263
788.0,0.09154176
789.0,0.09130036210526316
790.0,0.09107789473684211
791.0,0.09087483789473685
792.0,0.09069167157894738
793.0,0.09052887578947368
794.0,0.09038693052631577
795.0,0.09026631578947368
796.0,0.09016751157894737
797.0,0.09009099789473685
798.0,0.0900372547368421
799.0,0.09000676210526315
800.0,0.09
801.0,0.09001728421052631
802.0,0.09005827368421052
803.0,0.09012246315789472
804.0,0.09020934736842105
805.0,0.09031842105263158
806.0,0.09044917894736842
807.0,0.09060111578947368
808.0,0.09077372631578946
809.0,0.09096650526315789
810.0,0.09117894736842105
811.0,0.09141054736842105
812.0,0.0916608
813.0,0.09192919999999999
814.0,0.09221524210526315
815.0,0.09251842105263157
816.0,0.09283823157894736
817.0,0.09317416842105264
818.0,0.09352572631578947
819.0,0.0938924
820.0,0.09427368421052632
821.0,0.09466907368421053
822.0,0.09507806315789473
823.0,0.09550014736842105
824.0,0.09593482105263157
825.0,0.0963815789473684
826.0,0.09683991578947368
827.0,0.09730932631578947
828.0,0.09778930526315789
829.0,0.09827934736842105
830.0,0.09877894736842105
831.0,0.09928759999999999
832.0,0.0998048
833.0,0.10033004210526315
834.0,0.10086282105263157
835.0,0.10140263157894737
836.0,0.10194896842105264
837.0,0.10250132631578948
838.0,0.10305919999999999
839.0,0.10362208421052632
840.0,0.10418947368421051
841.0,0.10476086315789473
842.0,0.10533574736842105
843.0,0.10591362105263159
844.0,0.10649397894736842
845.0,0.10707631578947367
846.0,0.10766012631578947
847.0,0.1082449052631579
848.0,0.10883014736842106
849.0,0.10941534736842107
850.0,0.11
851.0,0.11058378105263157
852.0,0.11116709052631579
853.0,0.1117505094736842
854.0,0.11233461894736843
855.0,0.11292
856.0,0.11350723368421052
857.0,0.11409690105263158
858.0,0.11468958315789474
859.0,0.1152858610526316
860.0,0.11588631578947368
861.0,0.11649152842105263
862.0,0.11710208000000001
863.0,0.11771855157894737
864.0,0.11834152421052631
865.0,0.11897157894736843
866.0,0.11960929684210526
867.0,0.12025525894736842
868.0,0.12091004631578949
869.0,0.12157424
870.0,0.12224842105263159
871.0,0.12293317052631579
872.0,0.12362906947368421
873.0,0.12433669894736843
874.0,0.12505664
875.0,0.12578947368421053
