SDS [mm],Rmax / Rmin  [-]
12.0,1.0268463184437224
14.0,1.0197976456888116
16.0,1.0174045517815415
18.0,1.0163954609895778
20.0,1.0135481486458444
22.0,1.0174750776829442
24.0,1.0097354032576857
26.0,1.0116551066440103
28.0,1.010698480283107
30.0,1.0143991371103263
33.0,1.0215641689329928
