wavelength,musp
400,2.5490789662803572
405,2.5282648591566277
410,2.507872990951611
415,2.4878898016897026
420,2.4683023234323276
425,2.449098147754591
430,2.430265395366713
435,2.4117926877157387
440,2.393669120417356
445,2.375884238380608
450,2.358428012499975
455,2.3412908177999174
460,2.3244634129265154
465,2.3079369208895666
470,2.291702810966388
475,2.27575288168572
480,2.2600792448166747
485,2.2446743102935973
490,2.229530772013123
495,2.214641594444657
500,2.2
505,2.1855994571119886
510,2.1714336689757676
515,2.157496562909779
520,2.1437822802967217
525,2.1302851670676257
530,2.1169997646948664
535,2.1039208016623925
540,2.0910431853836866
545,2.0783619945400624
550,2.0658724718138064
555,2.0535700169924396
560,2.0414501804219958
565,2.029508656788712
570,2.017741279209922
575,2.00614401361621
580,1.9947129534080883
585,1.9834443143715421
590,1.9723344298378078
595,1.9613797460737037
600,1.950576817889692
605,1.9399223044536757
610,1.9294129652992793
615,1.9190456565180727
620,1.908817327125838
625,1.8987250155936048
630,1.888765846534718
635,1.8789370275397594
640,1.8692358461516085
645,1.8596596669734036
650,1.8502059289025847
655,1.8408721424845986
660,1.8316558873802211
665,1.822554809940801
670,1.8135666208860535
675,1.804689093079337
680,1.7959200593956377
685,1.7872574106777428
690,1.7786990937763458
695,1.7702431096700564
700,1.7618875116615096
705,1.753630403645972
710,1.7454699384490464
715,1.7374043162302466
720,1.7294317829493984
725,1.7215506288929716
730,1.7137591872576121
735,1.7060558327882736
740,1.6984389804684938
745,1.6909070842604794
750,1.6834586358927859
755,1.6760921636934898
760,1.6688062314668626
765,1.661599437411642
770,1.6544704130791088
775,1.6474178223692497
780,1.6404403605633842
785,1.633536753391701
790,1.6267057561342375
795,1.6199461527538945
800,1.6132567550601533
805,1.6066364019022255
810,1.6000839583904214
815,1.593598315144583
820,1.5871783875684848
825,1.5808231151491492
830,1.5745314607800764
835,1.5683024101074376
840,1.5621349708983154
845,1.5560281724301255
850,1.5499810649003865
855,1.5439927188560452
860,1.5380622246416031
865,1.5321886918653111
870,1.5263712488827499
875,1.520609042297126
880,1.5149012364756544
885,1.5092470130814233
890,1.5036455706201552
895,1.498096124001315
900,1.4925979041130324
905,1.4871501574103279
910,1.4817521455161575
915,1.476403144834809
920,1.471102446177199
925,1.4658493543976485
930,1.4606431880417168
935,1.4554832790047074
940,1.450368972200466
945,1.4452996252400996
950,1.4402746081202833
955,1.4352933029208048
960,1.4303551035110382
965,1.4254594152650295
970,1.4206056547849053
975,1.4157932496323138
980,1.4110216380676297
985,1.4062902687966594
990,1.4015986007245895
995,1.396946102716944
1000,1.3923322533673081
