wavelength,musp
251.0690514738008,12.56429922457695
256.37090718040554,12.002506571422009
259.021835033708,11.289898290307953
260.8292858427777,11.43157879405542
267.33610875542905,10.854959040536931
274.0931940877977,10.363190688443812
284.68763652249913,9.818519354679172
287.9410479788248,9.463841924540722
290.10998894970857,9.037162520934167
291.4655770565109,8.561082932785634
295.170851215104,8.011515448199454
297.0987987447785,7.514394440336046
304.85878755171814,6.532263822510224
310.6511357916077,6.027281244728851
322.9539522230913,6.557489391176809
328.0664559401744,6.952064809891819
341.8547235407927,7.240836040404872
355.7204533189424,6.835852913272394
356.6241787234773,7.207709920622157
366.429599362681,6.278287546801332
374.3888381040492,6.02276515135714
383.0646019875842,6.520730696298212
385.7843851098035,7.107800812853752
389.88127361036175,7.411650596793468
393.0141883460828,7.783775989598779
394.4601489933386,9.19808047387419
405.606095649269,9.953247540047933
408.9679541541389,10.738508658909392
415.3301810020646,11.18685763740454
422.4153881736182,10.719456965097354
424.2228389826881,9.968044406006609
424.584329144502,10.294249976069713
426.2110348726648,9.528927039155526
428.3799758435486,9.142370932824283
430.850158615944,8.63498846363366
431.0911520571533,7.886802327360455
433.260093028037,7.4957369513813
433.260093028037,8.307405488005758
434.3445635134789,7.0454305282846015
436.5135044843627,6.562461942338446
440.6964620710671,6.131014639688333
443.020327397014,5.6750676192282725
447.35820933878153,5.10938181036982
450.06938555238617,4.448177889926226
458.10432596725104,3.816427797454276
463.6252666204097,3.501150494945371
467.722155120968,3.113906136111419
475.9882301544472,2.666272246788372
491.5503816205382,2.2688094616393144
514.8456418558956,2.075320908672893
529.4822015545168,2.3349881399587677
544.7102906088336,2.692649857767885
564.7908704766311,2.5462851296842715
583.7845964073704,2.545443396133713
595.1560440690039,2.0594792521984857
610.5710173977849,1.881144084261708
632.8026623493434,1.805600348923836
656.6610130290649,1.7573405795600916
680.5193637087863,1.6755476836272472
704.3777143885078,1.628244983739794
728.2360650682292,1.6249139374134425
752.0944157479506,1.6243938643741025
775.952766427672,1.598575031751663
799.8111171073934,1.575098676868402
823.6694677871149,1.559252106621308
847.5278184668363,1.5337679136758933
871.3861691465577,1.5576096091239808
895.2445198262791,1.534133254240718
919.1028705060004,1.5402390468064784
942.961221185722,1.5818835730723038
966.8195718654432,1.6070638272284938
990.6779225451648,1.6023272942586375
1014.5362732248864,1.5546230267587564
1038.3946239046077,1.5296073293611752
1057.9150926425614,1.484607810076513
