wavelength,mua
253.92259414225936,42.68040800565459
272.65773321290965,48.30390489097151
289.45058337787765,36.44963887512297
307.2698744769873,28.10904970919735
318.8959596704329,35.30346714538161
360.11948648001027,51.56318707110313
392.509400401821,62.942526521255445
409.25732217573216,80.35329895666274
418.6715481171548,101.69895676946872
430.2941772805189,139.02947615903608
436.7154811715481,105.43136047390219
441.8304056918511,59.0232026679274
444.77494332110655,38.27076538120577
446.9833465430482,24.555095143023184
454.3446906161871,15.605740534145156
458.7614970600704,9.797302950020438
479.61863860063033,6.777333425505344
502.9295614989032,8.248501320030021
522.0690560890641,12.605902767779085
543.662332036938,18.708351510502794
564.2740954417267,20.930172813129303
583.9043463034302,14.017316784140776
594.2102280058245,10.860621116470671
598.6270344497078,6.152315597405098
604.5161097082188,4.195356134616614
611.8774537813576,2.606076145004326
630.7715702357473,1.8266247275239245
660.4623246640738,1.2709786952849984
685.4908945127457,0.8762166595306787
713.4640019906733,0.6252303025504283
734.0481171548117,0.5371184605112266
756.0146443514644,0.6207930544102404
778.2438298342948,0.5070186782330726
810.6337437561056,0.42952153349274147
846.3888435399227,0.41469822064871203
875.2615062761506,0.4011839586927355
906.6422594142258,0.4471182373371281
940.1933994433488,0.44094978356689235
972.5833133651596,0.37995642103287547
1004.9732272869704,0.2840678532510145
1032.9463347648978,0.2256266118765784
