wavelength,mua
253.92259414225936,46.504076391424476
272.65773321290965,52.63137327669394
289.45058337787765,39.7151028227978
307.2698744769873,30.62729382389138
318.8959596704329,38.466247456324595
360.11948648001027,56.18264933605278
392.509400401821,68.58144535600948
409.25732217573216,87.55202065084492
418.6715481171548,110.81000131915832
430.2941772805189,151.48490138100837
436.7154811715481,114.87678501726717
441.8304056918511,64.31099564046126
444.77494332110655,41.69938116349833
446.9833465430482,26.754946279350914
454.3446906161871,17.00383350953632
458.7614970600704,10.675027425192317
479.61863860063033,7.384503730390457
502.9295614989032,8.987471169858043
522.0690560890641,13.735245144004095
543.662332036938,20.384402368877335
564.2740954417267,22.805273035768792
583.9043463034302,15.273105444234703
594.2102280058245,11.833606527756869
598.6270344497078,6.703491553278156
604.5161097082188,4.571211265538832
611.8774537813576,2.8395502586927437
630.7715702357473,1.9902690503396698
660.4623246640738,1.3848435858429151
685.4908945127457,0.9547154488176736
713.4640019906733,0.6812435798160318
734.0481171548117,0.5852378741642721
756.0146443514644,0.6764086904591546
778.2438298342948,0.5524414701635536
810.6337437561056,0.468001484824402
846.3888435399227,0.4518500303812642
875.2615062761506,0.4371249249688209
906.6422594142258,0.48717412460933784
940.1933994433488,0.4804514047117912
972.5833133651596,0.4139925314861227
1004.9732272869704,0.3095139683449152
1032.9463347648978,0.2458363125539724
