wavelength,mua
703.7729359013338,0.39805419275327
724.424315091662,0.4019089647167568
744.4679555574755,0.4552492861759818
764.4594296091676,0.53687162905115
784.5161116785114,0.5831414451563894
804.5238877346164,0.6559256563390753
825.0285488852282,0.7393236135349024
845.1928241836976,0.7272617604697587
864.8145687753038,0.7293329301304243
884.7147516022833,0.8604488104834931
904.797516878688,0.8925776158807608
924.8411573445014,0.9459179373399856
944.4824643414032,0.9373833489696728
964.6369584372248,0.9306243749200184
985.3535456452048,0.8991266201135761
1005.6188933710343,0.8322683505550426
1024.8122212866683,0.7866056210941418
1045.7635573581952,0.6278387699159551
1064.486083386383,0.5574212837339417
1084.3425768415357,0.4322233570228628
1104.5035917391224,0.4219291302962157
