wavelength,mua
703.7729359013338,0.3653253479587198
724.424315091662,0.3688632321902097
744.4679555574755,0.4178178547923211
764.4594296091676,0.4927290349234543
784.5161116785114,0.5351944249599504
804.5238877346164,0.6019941473903284
825.0285488852282,0.6785349883645794
845.1928241836976,0.6674649807423502
864.8145687753038,0.6693659327115925
884.7147516022833,0.7897012463722108
904.797516878688,0.8191885110808372
924.8411573445014,0.868143524540098
944.4824643414032,0.8603120771904601
964.6369584372248,0.8541095028684087
985.3535456452048,0.8252014888350503
1005.6188933710343,0.7638402245454519
1024.8122212866683,0.7219324637588319
1045.7635573581952,0.5762202972293196
1064.486083386383,0.5115931591148603
1084.3425768415357,0.39668977824232304
1104.5035917391224,0.3872424673773125
