wl,mua (1/cm)
725.0,0.4563490513392857
726.0,0.45571402214285717
727.0,0.4550985275892857
728.0,0.45450208
729.0,0.45392419169642856
730.0,0.45336437500000004
731.0,0.45282214223214284
732.0,0.4522970057142857
733.0,0.45178847776785713
734.0,0.4512960707142857
735.0,0.45081929687499994
736.0,0.4503576685714286
737.0,0.449910698125
738.0,0.44947789785714287
739.0,0.44905878008928574
740.0,0.44865285714285713
741.0,0.44825964133928575
742.0,0.44787864499999996
743.0,0.4475093804464286
744.0,0.44715135999999994
745.0,0.4468040959821428
746.0,0.4464671007142857
747.0,0.44613988651785713
748.0,0.44582196571428573
749.0,0.445512850625
750.0,0.44521205357142857
751.0,0.444919086875
752.0,0.4446334628571429
753.0,0.4443546938392857
754.0,0.44408229214285716
755.0,0.44381577008928574
756.0,0.44355464
757.0,0.44329841419642857
758.0,0.443046605
759.0,0.4427987247321429
760.0,0.4425542857142857
761.0,0.44231280026785713
762.0,0.44207378071428577
763.0,0.441836739375
764.0,0.4416011885714286
765.0,0.44136664062500003
766.0,0.44113260785714287
767.0,0.4408986025892857
768.0,0.4406641371428571
769.0,0.4404287238392857
770.0,0.440191875
771.0,0.4399531029464286
772.0,0.43971192
773.0,0.4394678384821429
774.0,0.43922037071428577
775.0,0.43896902901785717
776.0,0.4387133257142857
777.0,0.438452773125
778.0,0.43818688357142854
779.0,0.43791516937499997
780.0,0.43763714285714284
781.0,0.43735231633928573
782.0,0.4370602021428571
783.0,0.4367603125892857
784.0,0.4364521600000001
785.0,0.4361352566964286
786.0,0.435809115
787.0,0.43547324723214287
788.0,0.4351271657142857
789.0,0.4347703827678571
790.0,0.4344024107142857
791.0,0.43402276187500005
792.0,0.4336309485714286
793.0,0.433226483125
794.0,0.4328088778571429
795.0,0.43237764508928567
796.0,0.43193229714285725
797.0,0.4314723463392857
798.0,0.43099730500000005
799.0,0.4305066854464286
800.0,0.43
801.0,0.42947687651785715
802.0,0.428937405
803.0,0.42838179098214285
804.0,0.42781024
805.0,0.42722295758928575
806.0,0.4266201492857143
807.0,0.426002020625
808.0,0.4253687771428571
809.0,0.42472062437499997
810.0,0.42405776785714283
811.0,0.423380413125
812.0,0.4226887657142857
813.0,0.42198303116071434
814.0,0.42126341500000003
815.0,0.4205301227678572
816.0,0.41978336
817.0,0.41902333223214283
818.0,0.41825024499999996
819.0,0.4174643038392857
820.0,0.4166657142857143
821.0,0.415854681875
822.0,0.41503141214285716
823.0,0.414196110625
824.0,0.41334898285714283
825.0,0.41249023437500004
826.0,0.4116200707142857
827.0,0.41073869741071434
828.0,0.40984631999999993
829.0,0.40894314401785714
830.0,0.40802937499999997
831.0,0.4071052184821428
832.0,0.40617088
833.0,0.40522656508928573
834.0,0.4042724792857143
835.0,0.40330882812499996
836.0,0.4023358171428572
837.0,0.401353651875
838.0,0.4003625378571429
839.0,0.39936268062499997
840.0,0.3983542857142857
841.0,0.39733755866071424
842.0,0.396312705
843.0,0.3952799302678572
844.0,0.39423944
845.0,0.3931914397321429
846.0,0.39213613500000005
847.0,0.39107373133928575
848.0,0.3900044342857143
849.0,0.388928449375
850.0,0.3878459821428571
851.0,0.38675723812499996
852.0,0.3856624228571428
853.0,0.38456174187500003
854.0,0.3834554007142857
855.0,0.3823436049107143
856.0,0.38122656000000005
857.0,0.38010447151785715
858.0,0.378977545
859.0,0.3778459859821429
860.0,0.37671000000000004
861.0,0.37556979258928574
862.0,0.3744255692857143
863.0,0.373277535625
864.0,0.37212589714285715
865.0,0.370970859375
866.0,0.36981262785714286
867.0,0.368651408125
868.0,0.36748740571428573
869.0,0.3663208261607143
870.0,0.36515187500000007
871.0,0.36398075776785715
872.0,0.36280767999999997
873.0,0.36163284723214284
874.0,0.360456465
875.0,0.35927873883928574
