wl,mua (1/cm)
725.0,2.217137276785714
726.0,2.2108441228571434
727.0,2.2046497417857145
728.0,2.1985529600000002
729.0,2.1925526039285717
730.0,2.1866475
731.0,2.180836474642857
732.0,2.1751183542857144
733.0,2.169491965357143
734.0,2.1639561342857143
735.0,2.1585096875
736.0,2.1531514514285717
737.0,2.1478802525000003
738.0,2.1426949171428573
739.0,2.137594271785714
740.0,2.132577142857143
741.0,2.127642356785714
742.0,2.1227887400000003
743.0,2.1180151189285716
744.0,2.11332032
745.0,2.1087031696428573
746.0,2.1041624942857142
747.0,2.099697120357143
748.0,2.0953058742857142
749.0,2.0909875825000004
750.0,2.0867410714285715
751.0,2.0825651675000003
752.0,2.078458697142857
753.0,2.0744204867857143
754.0,2.070449362857143
755.0,2.0665441517857146
756.0,2.06270368
757.0,2.0589267739285715
758.0,2.0552122600000002
759.0,2.051558964642857
760.0,2.047965714285714
761.0,2.044431335357143
762.0,2.0409546542857147
763.0,2.0375344975
764.0,2.0341696914285716
765.0,2.0308590625000003
766.0,2.027601437142857
767.0,2.0243956417857145
768.0,2.021240502857143
769.0,2.0181348467857143
770.0,2.0150775000000003
771.0,2.0120672889285713
772.0,2.00910304
773.0,2.0061835796428573
774.0,2.0033077342857144
775.0,2.0004743303571426
776.0,1.9976821942857144
777.0,1.9949301524999998
778.0,1.9922170314285714
779.0,1.9895416575
780.0,1.9869028571428573
781.0,1.9842994567857142
782.0,1.981730282857143
783.0,1.9791941617857145
784.0,1.9766899200000003
785.0,1.9742163839285714
786.0,1.97177238
787.0,1.969356734642857
788.0,1.9669682742857144
789.0,1.9646058253571428
790.0,1.9622682142857144
791.0,1.9599542675
792.0,1.9576628114285715
793.0,1.9553926725
794.0,1.9531426771428573
795.0,1.9509116517857141
796.0,1.948698422857143
797.0,1.9465018167857142
798.0,1.9443206599999998
799.0,1.9421537789285714
800.0,1.94
801.0,1.9378583203571427
802.0,1.93572842
803.0,1.9336101496428568
804.0,1.9315033599999998
805.0,1.9294079017857142
806.0,1.9273236257142856
807.0,1.9252503825
808.0,1.923188022857143
809.0,1.9211363975
810.0,1.9190953571428573
811.0,1.9170647525
812.0,1.9150444342857142
813.0,1.9130342532142857
814.0,1.91103406
815.0,1.9090437053571427
816.0,1.9070630399999997
817.0,1.9050919146428569
818.0,1.90313018
819.0,1.9011776867857142
820.0,1.8992342857142854
821.0,1.8972998275
822.0,1.8953741628571428
823.0,1.8934571425
824.0,1.8915486171428573
825.0,1.8896484375
826.0,1.8877564542857144
827.0,1.8858725182142857
828.0,1.88399648
829.0,1.8821281903571427
830.0,1.8802675
831.0,1.878414259642857
832.0,1.8765683199999998
833.0,1.8747295317857142
834.0,1.8728977457142855
835.0,1.8710728125
836.0,1.8692545828571427
837.0,1.8674429075
838.0,1.8656376371428571
839.0,1.8638386225
840.0,1.8620457142857143
841.0,1.8602587632142857
842.0,1.85847762
843.0,1.8567021353571427
844.0,1.85493216
845.0,1.853167544642857
846.0,1.85140814
847.0,1.849653796785714
848.0,1.8479043657142857
849.0,1.8461596975
850.0,1.8444196428571429
851.0,1.8426840525
852.0,1.840952777142857
853.0,1.8392256675
854.0,1.8375025742857143
855.0,1.8357833482142856
856.0,1.83406784
857.0,1.8323559003571428
858.0,1.83064738
859.0,1.828942129642857
860.0,1.8272399999999998
861.0,1.825540841785714
862.0,1.8238445057142856
863.0,1.8221508425000001
864.0,1.820459702857143
865.0,1.8187709375
866.0,1.8170843971428572
867.0,1.8153999325
868.0,1.8137173942857143
869.0,1.8120366332142857
870.0,1.8103574999999998
871.0,1.8086798453571427
872.0,1.80700352
873.0,1.805328374642857
874.0,1.8036542599999998
875.0,1.8019810267857141
