SDS [mm],Rmax/Rmin [-]
5.735,1.000140267263449
6.47,1.000200732211734
7.205,1.0001944808179495
7.94,1.0001515139225168
8.675,1.0002906752713687
9.41,1.0010577879817448
10.145,1.001449331223215
10.88,1.001700961356666
11.615,1.0017180721800756
12.35,1.0015336541970512
13.085,1.0018293382887389
13.82,1.002010906231439
14.555,1.0032090188027516
15.29,1.003784294744156
16.025,1.0049159499054778
16.76,1.0053513778585845
17.495,1.0068557178842368
18.23,1.006486702390525
18.965,1.0069199989309008
19.7,1.009005798750674
20.435,1.0099259228853108
21.17,1.0129463578065108
21.905,1.0135207780015871
22.64,1.0149226448310027
23.375,1.0166548350345435
24.11,1.0192699111077381
24.845,1.0188651961250277
25.58,1.022025270907279
26.315,1.0210132285661448
27.05,1.031417010327872
27.785,1.031449681097746
28.52,1.035070174911835
29.255,1.037146545190044
29.99,1.039456329811359
30.725,1.0387671376702654
31.46,1.0369397866994914
32.195,1.0447535216992072
32.93,1.0471921099841264
33.665,1.0472874127193363
34.4,1.04587643572414
35.135,1.0537521945739041
35.87,1.0652389743096955
36.605,1.0676854133387508
37.34,1.0717249324102642
38.075,1.0721373621191541
38.81,1.076087657757883
39.545,1.074478384284842
40.28,1.0732075830778969
41.015,1.098296329793324
41.75,1.0861751016838446
42.485,1.0788271174873465
43.22,1.0685016041906752
43.955,1.0797906192533084
