SDS [mm],Rmax/Rmin [-]
5.735,1.0048146327345913
6.47,1.0087756494159383
7.205,1.013980645240693
7.94,1.0203035233443365
8.675,1.027758188592928
9.41,1.036922034394636
10.145,1.0468137596142557
10.88,1.057574719818481
11.615,1.0682033584944217
12.35,1.0800671160531319
13.085,1.0924972331027056
13.82,1.106055168125096
14.555,1.1214808279891004
15.29,1.1369463805701527
16.025,1.1522807204913101
16.76,1.1679433190451634
17.495,1.1812059497497631
18.23,1.1954551336330423
18.965,1.2080750116701084
19.7,1.2208568376215994
20.435,1.2294002691921448
21.17,1.230912355660689
21.905,1.2311997242284218
22.64,1.2263145135892617
23.375,1.2180942034570714
24.11,1.2077047299363286
24.845,1.204502578494686
25.58,1.206366545371232
26.315,1.2221022665881616
27.05,1.2385254767480223
27.785,1.283142941284184
28.52,1.3292842109072156
29.255,1.3991302701159927
29.99,1.4763246865500883
30.725,1.519010459747193
31.46,1.554750980607602
32.195,1.575638012296086
32.93,1.6256007269070818
33.665,1.6642133201625584
34.4,1.6832602945380608
35.135,1.6693239911804167
35.87,1.6637645813158766
36.605,1.664938736615932
37.34,1.6955411101240538
38.075,1.733522720519396
38.81,1.7845063442366615
39.545,1.8502412184903574
40.28,1.8569483788493557
41.015,1.8496989785183213
41.75,1.7514520886555303
42.485,1.7749355129251296
43.22,1.5902044232604617
43.955,1.6232139020636134
