SDS [mm],Rmax/Rmin [-]
9.41,1.0017847763079017
10.145,1.0024734882295125
10.88,1.003115758345905
11.615,1.0043141365863204
12.35,1.0050972585778957
13.085,1.005120482054214
13.82,1.0055826322083155
14.555,1.0057416282318976
15.29,1.0097666465892066
16.025,1.013700335501269
16.76,1.0158050935471938
17.495,1.015362334712715
18.23,1.0166937005283603
18.965,1.0185721874401104
19.7,1.0185982730224539
20.435,1.0182381532559064
21.17,1.0222527713456855
21.905,1.0216335433347414
22.64,1.0171369507320671
23.375,1.0040917142555847
24.11,1.0004482623861535
24.845,1.0012921569884388
25.58,1.0068267266516666
26.315,1.0192520021777278
27.05,1.0127729267914352
27.785,1.036777496078245
28.52,1.0307486538036197
29.255,1.0644735727109165
29.99,1.0910488525342434
30.725,1.0885920929189274
31.46,1.0909001512573893
32.195,1.0884753956869095
32.93,1.1194156196172504
33.665,1.1373587695715028
34.4,1.1718017335702704
35.135,1.1648892634442929
35.87,1.2135619967415443
36.605,1.245105693332388
37.34,1.1858321930312579
38.075,1.1282731044672405
38.81,1.083014048452434
