SDS [mm],Rmax/Rmin [-]
9.41,1.0243607209851564
10.145,1.0289310049804836
10.88,1.0337524911098182
11.615,1.0391343998014253
12.35,1.0450018971307409
13.085,1.0507160671535183
13.82,1.0566244836817311
14.555,1.0631290823955066
15.29,1.0704592252840297
16.025,1.0777245575861027
16.76,1.0849664203800686
17.495,1.0923780715793658
18.23,1.1008555362950028
18.965,1.108475393254597
19.7,1.1163174765398627
20.435,1.124030234945411
21.17,1.1331261605663516
21.905,1.14229688218246
22.64,1.1510484427551722
23.375,1.1591925543294959
24.11,1.1679101685162792
24.845,1.1770718351992817
25.58,1.187164902043506
26.315,1.196631928418143
27.05,1.2067462948884082
27.785,1.2162554682762488
28.52,1.2272627440428423
29.255,1.2387627048707939
29.99,1.2499498346743165
30.725,1.2603716785717602
31.46,1.2694450421292218
32.195,1.2787667946213859
32.93,1.288610206069799
33.665,1.2987586193087757
34.4,1.30818532470185
35.135,1.3157037722346083
35.87,1.3254821288423115
36.605,1.334167960033914
37.34,1.348553878804717
38.075,1.3603436727646596
38.81,1.3725247610428357
