SDS [mm],Rmax / Rmin  [-]
12.0,1.0211128266191924
14.0,1.0177364296606428
16.0,1.015182336195307
18.0,1.0213873774027562
20.0,1.016329726530917
22.0,1.0209592276888129
24.0,1.0235279363503256
26.0,1.013975412437517
28.0,1.0163718861650521
30.0,1.0217474978633736
33.0,1.0435927589478398
