0.000000000000000000e+00,0.000000000000000000e+00
8.899999999997021405e-03,5.386168425487471656e-08
1.779999999999404281e-02,1.077233658600749700e-07
2.670000000000527507e-02,1.615850421660123373e-07
3.560000000000229647e-02,2.154467105228407386e-07
4.449999999999931788e-02,2.693083682809725581e-07
5.339999999999633928e-02,3.231700127907347885e-07
6.229999999999336069e-02,3.770316414024548461e-07
7.120000000000459295e-02,4.308932514665472857e-07
8.010000000000161435e-02,4.847548403331694817e-07
8.899999999999863576e-02,5.386164053527381065e-07
9.789999999999565716e-02,5.924779438755848115e-07
1.067999999999926786e-01,6.463394532520427304e-07
1.157000000000039108e-01,7.002009308325327708e-07
1.246000000000009322e-01,7.540623739672195068e-07
1.334999999999979536e-01,8.079237800065268106e-07
1.423999999999949750e-01,8.617851463007948040e-07
1.513000000000062073e-01,9.156464702004523354e-07
1.602000000000032287e-01,9.695077490556712846e-07
1.691000000000002501e-01,1.023368980216885476e-06
1.779999999999972715e-01,1.077230161034443609e-06
1.868999999999942929e-01,1.131091279157733291e-06
1.958000000000055252e-01,1.184952288050041033e-06
2.047000000000025466e-01,1.238813173365026025e-06
2.135999999999995680e-01,1.292673925161486717e-06
2.224999999999965894e-01,1.346534533577935616e-06
2.313999999999936108e-01,1.400394988832682724e-06
2.403000000000048431e-01,1.454255281223925741e-06
2.492000000000018645e-01,1.508115401129402786e-06
2.580999999999988859e-01,1.561975339006912472e-06
2.669999999999959073e-01,1.615835085393968318e-06
2.758999999999929287e-01,1.669694630907886419e-06
2.848000000000041609e-01,1.723553966245871627e-06
2.937000000000011823e-01,1.777413082184673235e-06
3.025999999999982037e-01,1.831271969581104421e-06
3.114999999999952252e-01,1.885130619371695172e-06
3.203999999999922466e-01,1.938989022572780381e-06
3.293000000000034788e-01,1.992847170280588570e-06
3.382000000000005002e-01,2.046705053670893971e-06
3.470999999999975216e-01,2.100562663999537877e-06
3.559999999999945430e-01,2.154419992602078816e-06
3.649000000000057753e-01,2.208277030893974664e-06
3.738000000000027967e-01,2.262133770370229007e-06
3.826999999999998181e-01,2.315990202605911645e-06
3.915999999999968395e-01,2.369846319255819776e-06
4.004999999999938609e-01,2.423702112054555926e-06
4.094000000000050932e-01,2.477557572816620698e-06
4.183000000000021146e-01,2.531412693436067181e-06
4.271999999999991360e-01,2.585267465887015950e-06
4.360999999999961574e-01,2.639121882223314554e-06
4.449999999999931788e-01,2.692975934578621797e-06
4.539000000000044110e-01,2.746829615166493292e-06
4.628000000000014325e-01,2.800682916280040526e-06
