wl [nm],total cv [%],detector cv [%],phy + sys cv [%]
726.762,0.006840006833789598,0.004715360045492616,0.004954903947369744
726.933,0.006849161118191137,0.004719106425291518,0.004963974473112607
727.104,0.006854219400144272,0.0046959731599088925,0.004992810798210703
727.274,0.006791224430287028,0.004656547124419602,0.004943409566340513
727.445,0.006706046847391829,0.004672268623513067,0.00481050623418671
727.615,0.006708930188137478,0.0046703094645245856,0.004816425414648758
727.786,0.006726694214824417,0.004748136033083571,0.004764831505004735
727.956,0.006677678547804811,0.004712257865931809,0.004731386328844472
728.127,0.006631840430810283,0.004695492986669876,0.004683337817397324
728.297,0.006582527319351005,0.004681082510366802,0.004627864782071789
728.467,0.00657911612069859,0.0046526142999489244,0.004651660897523254
728.638,0.006523101709055134,0.004611991477836071,0.004613067365110275
728.808,0.006427561310345249,0.004569556795489314,0.004520253874623036
728.978,0.006400222451900196,0.004557498565612496,0.004493556971737134
729.148,0.00638623872105948,0.004615348148889706,0.004413910563989691
729.319,0.006372328791009523,0.004585808968367779,0.0044245825030579475
729.489,0.00632192359134921,0.004519493212509317,0.004420508907008323
729.659,0.0063387048757582816,0.004533029432138239,0.004430668535258566
729.829,0.00635504800637714,0.004569406644059139,0.0044166908522768784
729.999,0.006397573202454941,0.0045938256290083915,0.004452606985916815
730.169,0.006391964478351225,0.0045647809999041136,0.004474369711525663
730.339,0.006420790104650922,0.0045707572840877385,0.004509403887205278
730.509,0.0064438415742995555,0.004615250584073381,0.0044969496640369115
730.679,0.006424637588542304,0.004592081921521487,0.004493189487451669
730.849,0.006415442048743496,0.004593393164118359,0.004478686852261149
731.019,0.006364317057352969,0.004533027530705472,0.004467235499991042
731.188,0.006338153030795526,0.004519103001243266,0.004444085047108866
731.358,0.006387508182169449,0.00453858985816471,0.004494603750793398
731.528,0.006347383109624974,0.004561058794249293,0.004414296661502667
731.698,0.006340849328890274,0.00447758675491592,0.0044897201542957845
731.867,0.006365318321251044,0.004505051900451203,0.0044968638744235095
732.037,0.0063733293113412155,0.004500305487388272,0.004512934414655735
732.206,0.006360717284739724,0.004506058688713453,0.004489338422335377
732.376,0.0063153300513925465,0.004522674806319492,0.004407811957684304
732.545,0.006281901282146477,0.004506121534103962,0.004376888442548897
732.715,0.006360877216763314,0.004586483190274133,0.00440737233644622
732.884,0.006344869324162082,0.004602463153593356,0.004367459176742067
733.054,0.006337883199114725,0.0045599025165428565,0.004401823768081455
733.223,0.006381799444869975,0.00458301380250009,0.0044410976842033534
733.393,0.0063767351539431244,0.004589075507492736,0.004427543021819701
733.562,0.006317388288504542,0.00453516153464718,0.004397920490685453
733.731,0.0063171916830113695,0.004573999704576908,0.004357228185720641
733.9,0.006280620267072597,0.004576112710549316,0.004301788395482982
734.07,0.006264383627809011,0.004626055472621113,0.004223992542677346
734.239,0.006268724749559527,0.0046394809002650965,0.004215700055959334
734.408,0.006231440037216484,0.0045735034595196095,0.0042324828461774945
734.577,0.006225376863839655,0.004615722580691984,0.004177370243935794
734.746,0.0062737963649628125,0.004685156442950419,0.00417250882972113
734.915,0.006314390041204129,0.004720868903203657,0.004193437538729125
735.084,0.0063099401780729765,0.00470745279878359,0.00420181308462004
735.253,0.006261587001016898,0.004682927920624601,0.004156640213145508
