wl [nm],total cv [%],detector cv [%],phy + sys cv [%]
726.762,0.03408383341092038,,0.03416639432669813
726.933,0.03431727601447282,0.000718249401707134,0.03430975882821764
727.104,0.03334309764851695,0.0011253836573234205,0.033324100474316866
727.274,0.033445110434954614,0.002310404677859064,0.03336521305537905
727.445,0.03313217374045739,0.004119584334348566,0.03287506595704477
727.615,0.03196724024619009,0.004506026895778914,0.031648067406591394
727.786,0.032260828989115,0.00475157768557852,0.031908989275168755
727.956,0.0324735995805664,0.004073953033978862,0.032217038603755875
728.127,0.032705757184640125,0.003917163094071682,0.03247033086242088
728.297,0.03359053872780255,0.003531367396254599,0.033404396961128825
728.467,0.034203111090794054,0.00344297556887237,0.03402938035758728
728.638,0.03380541619557924,0.003666766108963625,0.03360596659015311
728.808,0.03315744079591232,0.0028418908610255457,0.03303542850438677
728.978,0.032402989183396874,0.0028066680073784377,0.03228120695878166
729.148,0.032065516642350494,,0.03207286311120076
729.319,0.031077130608151385,0.002469151010288661,0.030978885391900243
729.489,0.030762666870355945,0.0011856260068844144,0.03073981073377477
729.659,0.030470180588713678,0.0011658460712467757,0.0304478686946555
729.829,0.030515691113128383,0.0020115055584488265,0.03044932264435766
729.999,0.030702093801444147,0.0018150132145951922,0.03064839785084238
730.169,0.030790740612442014,0.0009517696767302284,0.03077602706564223
730.339,0.030121559692556286,0.00029286997067668515,0.03012013588104322
730.509,0.02970646901389372,0.0015814849606997107,0.02966434234215396
730.679,0.030391156261961,0.002534698448371792,0.03028527171274435
730.849,0.02954178986217058,0.0031689383734880543,0.029371332585459573
731.019,0.029590965868607686,0.0035808569706197416,0.029373503781351472
731.188,0.029984904098691333,0.003647182421953223,0.02976226695311887
731.358,0.029659957912478767,0.0021384945885145165,0.029582764310741923
731.528,0.030220154471924963,0.0018445886187584367,0.030163806608824312
731.698,0.03043675462172222,0.0030612412655286123,0.03028241789912347
731.867,0.030810646891048888,0.0033811783764151125,0.030624558684685783
732.037,0.030175429288696893,0.003929938885513697,0.02991842430866428
732.206,0.030487756196535484,0.003605230984122693,0.03027384328839848
732.376,0.031005554143168235,0.0038409368697157166,0.03076672864780712
732.545,0.031582713855596654,0.003610121802492896,0.03137570453480945
732.715,0.030998151351328617,0.0038744612747948068,0.030755063599836555
732.884,0.030127899048239048,0.003608866430631616,0.029910974309553067
733.054,0.029412620226572078,0.0038345098205316303,0.0291615974018709
733.223,0.029041992051267795,0.003135395885609072,0.028872246101514294
733.393,0.02927033305409192,0.003529301991624456,0.02905677932168983
733.562,0.02913174011492446,0.0053735264837090875,0.02863186154011604
733.731,0.029300324187224832,0.005876268163086186,0.028705025168983427
733.9,0.029582425978840574,0.005670126653740612,0.02903393859820128
734.07,0.029831802637046777,0.006408859793527979,0.029135252954498463
734.239,0.029932052271825244,0.005652775140632147,0.02939343270890166
734.408,0.02998709000619533,0.00526261521038644,0.02952169453447869
734.577,0.030043832243971808,0.004593826448085783,0.029690547560945853
734.746,0.029376640407789967,0.005208524296573286,0.028911213677405588
734.915,0.028840706168737882,0.0043554938603369816,0.028509928192544474
735.084,0.02923630943169673,0.0035848223164517096,0.029015699856205245
735.253,0.02929747535679922,0.004073324462505595,0.02901292970565729
735.422,0.029025373459402388,0.004460504710557919,0.028680589292845275
735.591,0.02875345643737882,0.004459254576857123,0.02840556821672505
735.76,0.028550452526504257,0.004917981960484176,0.028123687398784063
735.928,0.028331296965159725,0.004443132314333933,0.027980724847033362
736.097,0.02885419609974359,0.004750919698453972,0.028460382895901106
736.266,0.028353784582860746,0.0035672747620105216,0.028128484689787226
736.435,0.02826850317318131,0.0018790400265521715,0.028205983057336906
736.603,0.027705423047066354,0.0013951241224983944,0.027670274572178327
736.772,0.027374450184022216,0.002041250081037134,0.027298238422729403
736.94,0.027720118777110187,,0.027745099125638387
737.109,0.027532982701718327,,0.027537984144412966
737.278,0.02747801844475584,,0.0274881674143856
737.446,0.02722570295254811,,0.027375726501803373
737.615,0.026909864222273424,,0.027053277685774885
737.783,0.027299848617294245,,0.027374194545557316
737.951,0.027307646084079453,,0.027363183365981973
738.12,0.026960525335185972,0.0009112574986198836,0.026945120822152824
738.288,0.02672587279523009,0.0011448021783300507,0.02670134274974408
738.456,0.027193431028848684,0.0012459796158247605,0.027164871174325485
738.625,0.02814825501717607,,0.02816212835801787
738.793,0.028460912319234345,0.0004822243937333918,0.028456826767530384
738.961,0.02848267578869609,0.001593508689973443,0.02843806516166234
739.129,0.027775195561716988,0.0008213631804012326,0.02776304830196973
739.297,0.027013380899104343,0.0013246891853080649,0.02698088112279551
739.465,0.026509379488949915,,0.026562713371893337
739.633,0.026987769834665675,,0.02711501478722738
739.801,0.02691345561386963,,0.027011579848334535
739.969,0.026616244683264064,,0.02668865409861631
740.137,0.026165813572162456,0.0016796629587953428,0.026111846588052937
740.305,0.026433225391235066,0.0017166599492074092,0.026377423740817096
740.473,0.025974746181960853,0.0023690231485264143,0.02586648736374995
740.641,0.02631373590026521,0.0014289315592975152,0.026274909164976188
740.808,0.02648863363158166,0.0018954126523028794,0.02642073281621176
740.976,0.026533282082489063,0.001834816820813643,0.026469765871707185
741.144,0.026604862301794787,0.00241249647879805,0.026495255402378147
741.312,0.026420864560483412,0.003225166714769441,0.026223279424689654
741.479,0.026395253654133952,0.0031026622496971973,0.026212266258955473
741.647,0.02694074201780134,0.0037361935398413735,0.026680413008470735
741.814,0.026928648316249977,0.0026672280126962215,0.026796230982519934
741.982,0.026522522953978007,0.002068578994148607,0.026441732257725805
742.15,0.02657256175312715,0.0022773675818379105,0.026474792445285566
742.317,0.02605224999804557,0.0026527127381524612,0.0259168448135476
742.484,0.025502300245279542,0.003327816541482932,0.025284243213246814
742.652,0.02635031574614195,0.004117074392180159,0.026026694726196616
742.819,0.026429747060361258,0.002624278488412196,0.026299138618782397
742.987,0.02620732852522898,0.002863476838767534,0.026050423582412677
743.154,0.025865816819137116,0.002871988577673627,0.02570587795292876
743.321,0.02632762668660869,0.003110159315032924,0.02614327515795494
743.488,0.026298438664451463,0.0024023147740765915,0.02618848525429008
743.655,0.026035633112157907,0.0012659955484097905,0.026004835066239122
743.823,0.025943821926293943,0.0025168313127335346,0.025821453411581898
743.99,0.025656138663772855,0.0008849541695761646,0.025640871811474935
744.157,0.025859849521756764,0.0005963803841904381,0.025852971738762574
744.324,0.026677112810688214,0.00029363660807028966,0.026675496723708562
744.491,0.026377135372348176,,0.02639159637752646
744.658,0.025862544835611106,0.00204022540722709,0.025781945342849902
744.825,0.025666531015167963,0.0029755445735648255,0.025493468748746372
744.992,0.025492943289995792,0.0029164386930596066,0.02532557093012053
745.159,0.02588234021900837,0.0025608690444216555,0.025755338960103423
745.325,0.02550421709707568,0.002083059278997717,0.02541900772600986
745.492,0.02606801180063367,0.0013228059711531525,0.026034427660324277
745.659,0.02516277317870238,,0.025191094402059203
745.826,0.02562739436019585,0.000470224897365553,0.02562308003029487
745.992,0.025025035398174272,,0.025047441671997444
746.159,0.02527998282320648,0.0010322729837692844,0.025258898313833777
746.326,0.025828782742927266,,0.02584609162244218
746.492,0.025982053656513928,,0.026044740313486636
746.659,0.026003124678034974,,0.026066518933952523
746.825,0.02517734633215457,,0.025237851043873907
746.992,0.024767723896077894,0.0008059735323637197,0.024754606715871638
747.158,0.02483619927967406,0.001731212349548711,0.024775788553756516
747.325,0.024976206094150907,0.002475283539135469,0.02485324611108951
747.491,0.0250831468915104,0.0027490892829580378,0.02493204295871907
747.657,0.024801290833628746,0.002590784043948947,0.024665600845141737
747.824,0.024938894012487174,0.0019038906137714303,0.024866114193754955
747.99,0.025442470992097017,0.00287087493745802,0.0252799803654428
748.156,0.025357326165749795,0.0029324774762593637,0.025187190516757732
748.322,0.025709165127086157,0.003703513352757838,0.025441013352021324
748.489,0.026058926717247778,0.0030133498162371627,0.025884114521070128
748.655,0.025735333972097152,0.0031310947200545937,0.02554415119962736
748.821,0.026589264057835543,0.003545323220028723,0.026351843320777966
748.987,0.026251684905034024,0.003997269647262367,0.025945573721162272
749.153,0.026470419586300177,0.003788244441798536,0.026197944902682093
749.319,0.026612138956102052,0.0030440562344322742,0.0264374670015964
749.485,0.026738106908437698,0.0035226653566487395,0.026505040838152097
749.651,0.026343275164328512,0.003997149741575149,0.026038259164678296
749.817,0.026527350612113133,0.004065289564150235,0.026213999146593222
749.982,0.0261390206292088,0.0036850241576216413,0.02587796352907137
750.148,0.025728276632465106,0.0033383170838643,0.025510779241807367
750.314,0.025458293313942643,0.0034967671945516005,0.02521700453356513
750.48,0.024786761899678218,0.004019653968295637,0.02445865792406658
750.646,0.02501918178251172,0.003328232711697686,0.024796820846293016
750.811,0.025237530040572775,0.0036013323154238117,0.02497925795740733
750.977,0.02555330130698035,0.00331849221333041,0.0253369062262027
751.142,0.025603717611321988,0.0035054908199499517,0.025362608099948364
751.308,0.02496444488969344,0.0029883209886878126,0.02478494394423979
751.474,0.024637038989098917,0.003147103321871271,0.024435208835445768
751.639,0.024932806442858557,0.0032028872267746925,0.0247262279883045
751.804,0.02474637877223093,0.003407903627187278,0.02451059883410696
751.97,0.02389377306740855,0.0031541970410942696,0.023684666609913897
752.135,0.024164892637954235,0.002655031912161442,0.02401859366718333
752.301,0.024622578621953852,0.0030458643549365707,0.024433462471078995
752.466,0.02479073742830624,0.003171881387075159,0.024586984986076477
752.631,0.02407785870223497,0.0021486818958659014,0.023981794048718925
752.797,0.024612398294679483,0.00109273941608626,0.02458812864746874
752.962,0.025190467816297052,,0.0252255456167684
753.127,0.024432608332215913,,0.024474153271403988
753.292,0.024445411803503042,0.00012409679930329613,0.024445096813619872
753.457,0.024734229795513884,0.0005378909159955025,0.024728380394594716
753.622,0.024716104754234042,0.0012846914024056716,0.024682694387421638
753.787,0.025429625524222562,0.0017988711961512349,0.025365920379947757
753.952,0.02584403916541458,0.0024644248080982257,0.02572627005122804
754.117,0.026159221639818077,0.0028905799253776746,0.025999027375964087
754.282,0.026615866527255522,0.0033695300821098965,0.026401716194642297
754.447,0.026458324813033434,0.004209911049520194,0.02612124807253873
754.612,0.02608751660173091,0.0039017677949114127,0.02579408324636055
754.777,0.02656457778321554,0.003804388653855586,0.026290747797864625
754.942,0.02628242356634576,0.0029563787367492588,0.026115620101496803
755.106,0.0259458582061302,0.0037495037554083565,0.025673503454744784
755.271,0.02538387960511609,0.0036953807223457876,0.025113452672301827
755.436,0.025042091085598125,0.0034417226411126893,0.02480445264868881
755.6,0.02442819226729272,0.0031000260653459223,0.024230691608825274
755.765,0.024745937286732845,0.0038357218161208318,0.02444685358790063
755.93,0.02489604303286518,0.0033600842269055652,0.02466825475550257
756.094,0.024499138096832192,0.003718171152756763,0.02421534577011986
756.259,0.02467928632197421,0.004292192414385201,0.02430317381824599
756.423,0.024773392940981062,0.00478278529528596,0.024307323230406238
756.588,0.0245957769511605,0.005158958696324507,0.02404864630287651
756.752,0.024207597540988297,0.00547444513572614,0.023580462869977493
756.916,0.024112125074953444,0.005954378166786107,0.023365358038709774
757.081,0.023741674004229822,0.005638013755918751,0.023062521228417177
757.245,0.024199029458010415,0.005385156144966424,0.023592225838271093
757.409,0.02328231164448099,0.0049702173477214305,0.022745614413049915
757.573,0.023255039978735088,0.004717095911042453,0.022771602723097768
757.738,0.023166351883222018,0.004116776924147189,0.022797631616772684
757.902,0.02292301085879206,0.0035465793732031665,0.022646991005029087
758.066,0.023598689722595892,0.003531592940029989,0.023332938261806706
758.23,0.023147886462191257,0.00307720602871668,0.022942437767668175
758.394,0.023466807023079257,0.0029540352194147045,0.02328013547599969
758.558,0.02344414549552581,0.0027956545235180105,0.023276861339117792
758.722,0.024041348819226874,0.0029121764518061726,0.02386431816250544
758.886,0.024310033571434846,0.0026339770288753388,0.024166917413183796
759.05,0.024106934509156203,0.0026992566642589652,0.02395533979907611
759.214,0.024221505434347458,0.0032341742525246776,0.02400461294023359
759.378,0.024273016531096463,0.0019302051149257266,0.02419614927489903
759.541,0.02380783194426275,0.001980029063619497,0.02372535240609673
759.705,0.02463757913060139,0.0026929206161996466,0.024489967006337352
759.869,0.025518414776169732,0.002790926356155674,0.02536533506112532
760.033,0.025802082963995384,0.002109100175703665,0.025715738016431643
760.196,0.02658325826204272,0.002966998889630973,0.026417163689832244
760.36,0.02722242342990735,0.002247339496329949,0.02712950059594544
760.524,0.027462466493292932,0.001874748366763487,0.027398401129565108
760.687,0.027235509457822618,0.001468522854177692,0.027195889690427542
760.851,0.02717517242678072,0.002241393694594432,0.027082580208154013
761.014,0.026807946885356256,0.002495183210266678,0.0266915731450075
761.178,0.026589415137063033,0.0028756667467111415,0.026433454902697388
761.341,0.026386702960812903,0.0024117915825923857,0.026276250769550608
761.504,0.026303414356214472,0.0021497367948829244,0.02621541986136091
761.668,0.025987554792400634,0.00307328655629398,0.025805191606165765
761.831,0.02612841784194656,0.00361900192515015,0.02587657326596995
761.994,0.02620358022002508,0.003668615202874514,0.02594549823843296
762.158,0.026210695619233244,0.003576875145198703,0.025965487267520175
762.321,0.026167545687326797,0.004236028246791193,0.025822403296182992
762.484,0.02595844523232198,0.003768217835364209,0.025683485223479754
762.647,0.02591877804962295,0.004570007211002802,0.02551270447594686
762.81,0.026096458569237597,0.0049075776611423785,0.02563085701563236
762.973,0.02650493481743362,0.004125085439229281,0.02618196401715241
763.136,0.026338427809117736,0.004163847740931453,0.026007213450241966
763.299,0.025766616172768226,0.0038149995010550203,0.02548262717620989
763.462,0.02535653903298765,0.00376697148097496,0.025075166950450152
763.625,0.024859501724174456,0.003053464354135584,0.02467126225818728
763.788,0.02421812251085004,0.0028733475905646263,0.024047064926396695
763.951,0.024576391312361886,0.002543771166480396,0.02444439073061384
764.114,0.02464355886614761,0.0030672641344573317,0.02445193007348815
764.276,0.025301367549975633,0.0029689693268944543,0.025126568031367112
764.439,0.025425757608649197,0.0027248481201192286,0.02527932658707635
764.602,0.025507815635924424,0.0028300758337593793,0.02535033193651479
764.765,0.025672554173809797,0.0031696386186175506,0.02547613449553458
764.927,0.025384376551261394,0.00228089474468305,0.025281694801969002
765.09,0.025358446626965705,0.0021457239408385407,0.025267502529976733
765.252,0.024342578211043783,0.002916232415539907,0.024167265100944663
765.415,0.024394133515010092,0.0032848755124279066,0.024171953640862175
765.577,0.024057203880872745,0.003446205370660935,0.023809089170086
765.74,0.024686668993960208,0.0032185807716180233,0.024475954809443635
765.902,0.0244331103609069,0.0029372040349877173,0.024255921222767606
766.065,0.025260452612073533,0.0019983680203358558,0.02518128256110303
766.227,0.024826393097675908,0.0023930712241563307,0.024710787206328428
766.389,0.02501116324333074,0.0023598035509676003,0.024899590638911704
766.552,0.02449820230783086,0.0010685941831994087,0.02447488555207239
766.714,0.02408905626223985,0.0020327797618194536,0.024003133921329817
766.876,0.02358184798452073,0.001415482287739232,0.02353932803327531
767.038,0.023312113671687316,0.002449234167270088,0.023183095044353924
767.201,0.02296819635123653,0.0031597954753129483,0.022749807387825217
767.363,0.02330185854756176,0.004130054225938245,0.022932929683348063
767.525,0.023187103719485173,0.004365741617823308,0.022772397305171204
767.687,0.023649125163591314,0.0044511831464312335,0.0232264523679389
767.849,0.023035172755160947,0.004415432973472576,0.02260803254413971
768.011,0.023198489151455056,0.00468179714156111,0.02272115037658631
768.173,0.02302806536404228,0.005033809209658943,0.022471149486649685
768.335,0.022753426557993905,0.004752029791133179,0.0222516658476215
768.496,0.022662731422541587,0.004131836855132459,0.02228289298391982
768.658,0.022433365760668296,0.0037883478711929035,0.02211118087662332
768.82,0.022783125079404196,0.003362781275305086,0.022533585832668398
768.982,0.022426633288558186,0.004050536916281387,0.022057811118724083
769.144,0.023072917592967496,0.00400440619546391,0.022722769577531682
769.305,0.023099237443734353,0.004116522696108548,0.022729474507221726
